datetime_beginning,scenario,noise_std_pct,area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,slack_bus_p_mw,slack_bus_q_mvar,ac_pf_converged,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_sync_condenser_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_oil_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_fuel_storage_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_nuclear_mw,area_2_fuel_oil_mw,area_2_fuel_hydro_mw,area_2_fuel_wind_mw,area_2_fuel_solar_mw,area_2_fuel_storage_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_nuclear_mw,area_3_fuel_oil_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_fuel_storage_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend,bus_118_vm_pu,bus_118_va_deg,bus_118_p_injection_mw,bus_118_q_injection_mvar,bus_115_vm_pu,bus_115_va_deg,bus_115_p_injection_mw,bus_115_q_injection_mvar,bus_218_vm_pu,bus_218_va_deg,bus_218_p_injection_mw,bus_218_q_injection_mvar,bus_215_vm_pu,bus_215_va_deg,bus_215_p_injection_mw,bus_215_q_injection_mvar,bus_318_vm_pu,bus_318_va_deg,bus_318_p_injection_mw,bus_318_q_injection_mvar,bus_315_vm_pu,bus_315_va_deg,bus_315_p_injection_mw,bus_315_q_injection_mvar,bus_107_vm_pu,bus_107_va_deg,bus_107_p_injection_mw,bus_107_q_injection_mvar,bus_203_vm_pu,bus_203_va_deg,bus_203_p_injection_mw,bus_203_q_injection_mvar,bus_113_vm_pu,bus_113_va_deg,bus_113_p_injection_mw,bus_113_q_injection_mvar,bus_123_vm_pu,bus_123_va_deg,bus_123_p_injection_mw,bus_123_q_injection_mvar,bus_217_vm_pu,bus_217_va_deg,bus_217_p_injection_mw,bus_217_q_injection_mvar,bus_325_vm_pu,bus_325_va_deg,bus_325_p_injection_mw,bus_325_q_injection_mvar,branch_ab1_p_from_mw,branch_ab1_q_from_mvar,branch_ab1_p_to_mw,branch_ab1_q_to_mvar,branch_ab1_loading_pct,branch_ab2_p_from_mw,branch_ab2_q_from_mvar,branch_ab2_p_to_mw,branch_ab2_q_to_mvar,branch_ab2_loading_pct,branch_ab3_p_from_mw,branch_ab3_q_from_mvar,branch_ab3_p_to_mw,branch_ab3_q_to_mvar,branch_ab3_loading_pct,branch_ca_1_p_from_mw,branch_ca_1_q_from_mvar,branch_ca_1_p_to_mw,branch_ca_1_q_to_mvar,branch_ca_1_loading_pct,branch_cb_1_p_from_mw,branch_cb_1_q_from_mvar,branch_cb_1_p_to_mw,branch_cb_1_q_to_mvar,branch_cb_1_loading_pct,branch_c6_p_from_mw,branch_c6_q_from_mvar,branch_c6_p_to_mw,branch_c6_q_to_mvar,branch_c6_loading_pct,branch_c10_p_from_mw,branch_c10_q_from_mvar,branch_c10_p_to_mw,branch_c10_q_to_mvar,branch_c10_loading_pct,branch_c2_p_from_mw,branch_c2_q_from_mvar,branch_c2_p_to_mw,branch_c2_q_to_mvar,branch_c2_loading_pct,branch_a34_p_from_mw,branch_a34_q_from_mvar,branch_a34_p_to_mw,branch_a34_q_to_mvar,branch_a34_loading_pct,branch_b10_p_from_mw,branch_b10_q_from_mvar,branch_b10_p_to_mw,branch_b10_q_to_mvar,branch_b10_loading_pct,gen_121_nuclear_1_pg_mw,gen_121_nuclear_1_qg_mvar,gen_121_nuclear_1_status,gen_223_steam_3_pg_mw,gen_223_steam_3_qg_mvar,gen_223_steam_3_status,gen_122_wind_1_pg_mw,gen_122_wind_1_qg_mvar,gen_122_wind_1_status,gen_313_cc_1_pg_mw,gen_313_cc_1_qg_mvar,gen_313_cc_1_status,gen_317_wind_1_pg_mw,gen_317_wind_1_qg_mvar,gen_317_wind_1_status,gen_218_cc_1_pg_mw,gen_218_cc_1_qg_mvar,gen_218_cc_1_status,gen_303_wind_1_pg_mw,gen_303_wind_1_qg_mvar,gen_303_wind_1_status,gen_216_steam_1_pg_mw,gen_216_steam_1_qg_mvar,gen_216_steam_1_status,gen_321_cc_1_pg_mw,gen_321_cc_1_qg_mvar,gen_321_cc_1_status,gen_123_steam_3_pg_mw,gen_123_steam_3_qg_mvar,gen_123_steam_3_status
2020-02-05 05:00:00,noise_5pct,5.0,1236.132191,1095.096101,1193.441443,3524.669735,1245.552944,1139.013065,1199.596647,3584.162656,3593.887811,69.218076,3.435899,-4.80224,2.412457,41.878841,-55.464839,1,56.416667,60.333333,34.3695,34.10525,35.783,1413.575891,1062.897773,400.0,0.0,239.877904,477.536244,0.0,0.0,0.0,443.575891,41.878841,400.0,0.0,80.895329,298.523881,0.0,0.0,1264.873942,815.0,206.926611,0.0,0.0,92.537958,0.0,0.0,0.0,1114.464569,155.0,814.092321,0.0,0.0,66.444617,179.012363,0.0,0.0,1214.5493,5,2,2,0,1.05,9.465098,-144.432288,25.145889,1.0428,6.67333,-137.492598,-23.411645,1.05,3.2558,78.973277,-24.173347,1.0437,1.479365,-92.955323,-32.85227,1.05,11.921649,-139.444211,3.864893,1.0422,10.402944,-132.744189,-44.229073,1.05,-8.550578,-54.216324,16.736569,1.051348,-6.999371,-69.163964,-14.217037,1.0347,0.0,-73.059766,-78.886291,1.05,3.234381,139.575891,-4.228659,1.050975,3.162135,-0.0,-0.0,1.050198,8.005575,-0.0,-0.0,-17.531807,1.520174,17.654828,-5.905822,10.118404,-38.087896,-15.315854,38.227791,-0.698253,7.935045,1.663274,-10.150876,-1.662789,-6.950154,1.959284,-57.030113,-2.438999,57.392327,-17.018067,11.402341,59.44257,-17.739291,-59.02207,-2.931211,11.815823,63.651645,-8.950194,-62.516694,9.747969,34.697073,-58.27413,-136.352584,58.69037,-146.299455,83.546735,-65.141965,14.186295,67.408689,-11.826227,36.942856,-204.991224,33.012819,208.557702,-21.721597,39.940156,-61.085079,-138.392956,61.536347,-147.608057,84.221339,400.0,-20.945734,1,350.0,-21.648156,1,298.523881,0.0,1,355.0,-55.953995,1,36.631768,0.0,1,206.926611,1.955262,1,141.513876,0.0,1,155.0,10.388361,1,355.0,-21.964794,1,0.0,0.0,0
2020-02-05 06:00:00,noise_5pct,5.0,1195.325376,1066.100155,1360.35034,3621.77587,1309.716724,1219.762317,1359.182221,3888.661262,3704.989366,83.213495,3.190326,-3.718308,2.258049,48.995419,-61.276684,1,64.583333,75.333333,36.14,36.524,40.545,1231.490081,1143.752212,400.0,0.0,236.949454,681.47834,11.319278,0.0,0.0,261.490081,48.995419,400.0,0.0,76.954242,436.198634,8.527046,0.0,1232.165423,815.0,179.480019,0.0,0.0,89.202826,0.0,2.792232,0.0,1086.475077,155.0,915.276775,0.0,0.0,70.792385,245.279706,0.0,0.0,1386.348866,6,2,2,0,1.05,11.812786,-139.664333,33.983111,1.0428,8.423996,-132.953735,-17.522062,1.05,2.974069,54.914632,-21.622425,1.0437,1.532594,-89.717447,-35.09788,1.05,13.768921,-158.946198,7.229393,1.0422,12.686262,-56.032368,-53.056174,1.05,-8.083776,-52.426552,13.96737,1.051776,-6.46136,-67.332641,-13.840598,1.0347,0.0,-61.172623,-83.924955,1.05,2.278287,-0.0,14.244791,1.051016,2.936954,-0.0,-0.0,1.049893,9.35013,-0.0,-0.0,-18.399149,1.491006,18.533956,-5.833459,10.556461,-39.397154,-15.10613,39.54626,-0.838893,8.155788,-17.014314,-7.588092,17.040654,-9.322282,3.696219,-77.333696,1.001444,78.000943,-17.986338,15.247206,79.591744,-18.908918,-78.839178,0.894948,15.582295,87.391126,-9.853233,-85.259815,14.489164,47.479693,-64.092546,-135.131574,64.599602,-145.024679,84.422778,-80.992708,21.057227,84.557321,-13.717017,46.247606,-281.777101,55.64506,288.587479,-19.84437,55.09885,-59.989505,-138.597671,60.424237,-147.813483,84.054747,400.0,-1.942663,1,350.0,-20.262487,1,436.198634,0.0,1,355.0,-42.337128,1,56.317163,0.0,1,179.480019,3.81435,1,188.028688,0.0,1,155.0,10.783889,1,355.0,-21.739455,1,0.0,0.0,0
2020-02-05 07:00:00,noise_5pct,5.0,1109.149271,1178.097966,1337.158297,3624.405534,1242.027462,1188.35983,1456.105663,3886.492955,3702.337324,77.93179,-14.346359,1.109074,14.352641,29.718295,-69.039066,1,82.666667,76.166667,34.27175,35.58025,43.43675,979.695986,829.136207,396.0,0.0,252.092053,714.725636,530.687442,0.0,0.0,9.695986,29.718295,396.0,0.0,80.180263,442.776931,170.961283,0.0,1129.332758,815.0,230.198427,0.0,0.0,90.273515,0.0,69.674226,0.0,1205.146167,155.0,569.219486,0.0,0.0,81.638275,271.948704,290.051933,0.0,1367.858398,7,2,2,0,1.05,13.177753,-120.493315,33.59287,1.0428,9.43074,-123.368533,-14.169012,1.05,3.288962,92.54698,-25.989619,1.0437,1.620551,-35.958704,-36.526771,1.05,11.767501,-156.23639,1.839274,1.0422,11.601957,-148.729537,-57.518786,1.05,-9.126635,-48.646898,8.604691,1.049923,-7.825814,-74.406187,-15.294605,1.0347,0.0,-33.383272,-90.054526,1.05,2.620263,-0.0,14.08566,1.050947,3.06693,-0.0,-0.0,1.050254,11.9596,-0.0,-0.0,-14.498763,1.583397,14.584967,-6.103593,8.605039,-41.560186,-14.75691,41.725227,-1.068606,8.52466,-11.588896,-8.276653,11.601084,-8.737324,2.763848,-52.988859,-3.082283,53.301486,-16.776824,10.6437,67.3415,-18.244045,-66.802203,-1.476082,13.289346,75.3628,-6.975874,-73.794602,9.428913,40.720603,-65.380331,-135.695407,65.905918,-145.409228,84.731254,-73.894759,16.029207,76.802139,-11.232407,41.761257,-286.251668,57.093186,293.284709,-19.610158,55.988492,-64.679792,-137.542401,65.187807,-147.128538,84.892409,396.0,-0.029197,1,350.0,-18.869865,1,442.776931,0.0,1,355.0,-56.175806,1,55.206503,0.0,1,230.198427,2.119385,1,215.740884,0.0,1,155.0,12.657721,1,214.219486,-13.367724,1,0.0,0.0,0
2020-02-05 08:00:00,noise_5pct,5.0,1035.269076,1151.20347,1571.083711,3757.556256,1172.928006,1163.686447,1566.102499,3902.716952,3827.340241,69.783985,-15.131089,1.108255,14.413846,26.852195,-80.003465,1,79.0,81.916667,32.36525,34.8435,46.718,818.302362,666.259892,220.55827,0.0,323.219391,669.929884,1129.070442,0.0,0.0,0.0,26.852195,220.55827,0.0,80.41988,435.228942,285.533485,0.0,1048.592771,756.302362,170.0,0.0,0.0,142.266064,0.0,106.511026,0.0,1175.079452,62.0,469.407697,0.0,0.0,100.533447,234.700942,737.025931,0.0,1603.668018,8,2,2,0,1.05,10.556431,-87.762756,24.61175,1.0428,7.348678,-115.150981,-31.192365,1.05,2.227817,35.490963,-19.093252,1.0437,1.093129,15.694589,-44.337618,1.05,8.095491,-183.568728,4.611771,1.0422,8.055219,-174.748609,-52.074907,1.05,-8.924596,-45.406538,5.333306,1.05036,-8.292368,-72.707588,-14.945449,1.0347,0.0,0.756118,-99.61909,1.05,1.898858,-0.0,6.503533,1.050938,2.142431,-0.0,-0.0,1.050589,10.213209,-0.0,-0.0,-7.124225,-0.760212,7.144616,-4.014285,4.458401,-28.581992,-16.80119,28.6648,0.35893,6.408493,-6.400507,-8.997461,6.404242,-8.078934,2.103195,-26.894986,-6.906851,26.975635,-14.834546,5.86391,41.308832,-16.354425,-41.105403,-6.052646,8.462561,49.840195,-4.536415,-49.149259,3.645037,27.047839,-83.968921,-132.749526,84.843486,-145.046576,89.388409,-67.618944,15.877681,70.080387,-12.762818,38.498424,-289.533421,58.16448,296.732161,-19.429494,56.641445,-61.207252,-138.570258,61.660834,-146.814426,83.936922,220.55827,12.345819,1,350.0,-22.44587,1,435.228942,0.0,1,299.407697,-50.512995,1,48.789623,0.0,1,170.0,8.374059,1,184.965515,0.0,1,155.0,7.844411,1,170.0,-8.06792,1,0.0,0.0,0
2020-02-05 09:00:00,noise_5pct,5.0,1102.323583,1059.952094,1614.416226,3776.691903,1142.608857,1155.162915,1648.14932,3945.921092,3841.172662,64.480759,-10.882239,3.711528,7.436769,29.696774,-77.094551,1,65.166667,73.5,31.528,34.59025,49.1645,648.893339,316.272242,334.553563,0.0,374.815167,527.633142,1639.005208,0.0,0.0,0.0,29.696774,334.553563,0.0,78.452659,338.401617,336.283975,0.0,1117.388588,648.893339,0.0,0.0,0.0,188.272797,0.0,242.371268,0.0,1079.537404,0.0,286.575468,0.0,0.0,108.089711,189.231525,1060.349965,0.0,1644.24667,9,2,2,0,1.05,11.674036,-78.478852,20.642215,1.0428,8.226711,-122.609325,-25.708976,1.05,0.654234,-123.847034,1.546634,1.0437,0.770426,32.030046,-53.873882,1.05,6.553255,-188.631791,4.974543,1.0422,7.090383,-179.568401,-48.256386,1.05,-8.36426,-48.347526,6.444664,1.052518,-6.728479,-66.944343,-13.760782,1.0347,0.0,1.769164,-97.980682,1.05,1.915523,-0.0,9.331911,1.051007,1.19369,-0.0,-0.0,1.050776,12.408565,-0.0,-0.0,-18.678903,1.084695,18.816511,-5.419843,10.631111,-20.632196,-17.993043,20.68045,1.291629,5.291553,18.276498,-12.32481,-18.244904,-4.546544,4.198828,-10.140687,-9.064186,10.152363,-13.238735,3.177783,17.577456,-14.064422,-17.54053,-9.674673,4.287936,7.1762,0.478408,-7.160349,-3.940982,4.46077,-94.007368,-130.569547,95.1077,-145.898219,92.679594,-48.131327,11.167641,49.389165,-12.636144,27.701156,-226.46619,38.92505,230.831314,-21.599619,44.15994,-58.08684,-140.399897,58.491912,-147.243169,83.220593,334.553563,-9.915848,1,350.0,-39.937883,1,338.401617,0.0,1,286.575468,-49.116673,1,56.898427,0.0,1,0.0,0.0,0,131.490165,0.0,1,155.0,-0.200034,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 10:00:00,noise_5pct,5.0,914.990936,1134.606042,1806.539665,3856.136642,1129.212024,1131.386746,1728.392914,3988.991684,3914.262663,58.126021,-5.942125,2.958225,3.075806,28.645262,-90.046218,1,56.583333,59.75,31.157,33.87725,51.55925,660.924129,259.759672,313.203713,0.0,375.714939,304.079723,2000.580487,0.0,0.0,0.0,28.645262,313.203713,0.0,76.157011,160.005816,345.924504,0.0,923.936307,660.924129,0.0,0.0,0.0,188.751412,0.0,303.902925,0.0,1153.578466,0.0,231.11441,0.0,0.0,110.806516,144.073907,1350.753058,0.0,1836.747891,10,2,2,0,1.05,9.203096,-48.033612,6.8541,1.0428,6.512709,-101.772676,-42.525513,1.05,0.090051,-132.569759,2.727933,1.0437,0.301809,23.880817,-52.890288,1.05,4.757754,-211.079898,7.485509,1.0422,5.091735,-200.937921,-38.639038,1.05,-7.386907,-40.131181,-0.645672,1.051376,-6.865105,-71.659329,-14.729973,1.0347,0.0,8.41811,-107.382888,1.05,1.453122,-0.0,-0.501521,1.051008,0.660505,-0.0,-0.0,1.05098,10.805893,-0.0,-0.0,-6.058928,-1.71408,6.073105,-3.088934,3.703187,-9.07616,-19.644041,9.095543,2.726091,4.182745,20.088663,-12.547249,-20.050606,-4.2763,4.511463,10.908634,-11.446605,-10.8957,-10.850489,3.009024,-7.832828,-11.008269,7.840183,-12.967395,2.886339,-12.139197,3.176844,12.187984,-6.472016,7.565906,-108.22136,-126.759335,109.698522,-145.221307,97.290865,-44.683319,13.742163,45.821571,-15.624722,26.494542,-121.974312,13.122148,123.22465,-19.330656,23.758413,-61.921958,-139.896389,62.38344,-146.84887,83.88061,313.203713,-26.866456,1,350.0,-30.769291,1,160.005816,0.0,1,231.11441,-29.648144,1,62.055508,0.0,1,0.0,0.0,0,81.182807,0.0,1,155.0,1.672535,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 11:00:00,noise_5pct,5.0,1011.957819,1217.439565,1778.910178,4008.307562,1117.93048,1131.386746,1774.375198,4023.692424,4070.276052,61.96849,3.594639,-1.495554,-1.952251,38.842469,-85.344333,1,50.083333,51.5,30.84775,33.8785,52.93,834.122887,208.339282,400.0,0.0,377.256592,148.606941,2101.950349,0.0,0.0,86.4974,38.842469,400.0,0.0,82.315063,56.658445,366.161703,0.0,1030.47508,747.625487,0.0,0.0,0.0,181.983373,0.0,305.485268,0.0,1235.094128,0.0,169.496814,0.0,0.0,112.958156,91.948496,1430.303378,0.0,1804.706844,11,2,2,0,1.05,8.798617,-48.931267,5.086732,1.0428,6.163478,-112.558115,-39.424058,1.05,-0.366138,-142.248202,4.100727,1.0437,-0.092474,15.437473,-49.53332,1.05,4.670577,-207.85161,8.226341,1.0422,4.937312,-197.864746,-35.754253,1.05,-7.979506,-44.384115,6.43163,1.049986,-7.706748,-76.89092,-15.805356,1.0347,0.0,19.015929,-104.518271,1.05,1.177869,-0.0,1.854979,1.051014,0.26006,-0.0,-0.0,1.051035,10.88967,-0.0,-0.0,-3.048031,-1.613457,3.051822,-3.222948,2.415587,0.657001,-20.959897,-0.642361,4.006377,4.053386,23.293822,-12.940261,-23.242853,-3.787842,5.075583,17.340904,-12.102134,-17.308152,-10.035952,4.023911,-19.293155,-9.424079,19.337838,-14.252953,4.575786,-25.485491,4.465087,25.682296,-7.180373,14.625153,-108.862068,-126.313146,110.357167,-145.711658,97.70006,-37.427289,12.780698,38.252583,-15.844986,22.728555,-60.340044,1.327225,60.644104,-14.685383,11.885116,-66.933838,-138.587921,67.475795,-146.652315,85.02399,400.0,-40.536682,1,350.0,-30.221951,1,56.658445,0.0,1,169.496814,-29.140532,1,44.002533,0.0,1,0.0,0.0,0,46.988154,0.0,1,155.0,7.219431,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 12:00:00,noise_5pct,5.0,935.295946,1106.055181,1876.643822,3917.994949,1122.866155,1117.479931,1797.817146,4038.163232,3981.929201,63.934252,3.574504,2.694123,-6.114304,36.965762,-89.066741,1,48.583333,50.666667,30.98475,33.461,53.62925,684.923121,296.586881,400.0,0.0,372.530425,74.46681,2153.421963,0.0,0.0,50.177309,36.965762,400.0,0.0,76.610726,38.481367,349.819539,0.0,952.054702,634.745812,0.0,0.0,0.0,188.58375,0.0,300.219406,0.0,1123.548968,0.0,259.621119,0.0,0.0,107.33595,35.985443,1503.383018,0.0,1906.325531,12,2,2,0,1.05,8.769562,-40.495712,3.28099,1.0428,6.213131,-104.031163,-42.682681,1.05,-0.22089,-129.233816,2.325831,1.0437,-0.019477,25.263881,-53.650527,1.05,2.976243,-219.271015,11.255288,1.0422,3.359074,-208.735471,-26.910576,1.05,-7.351799,-41.021752,1.09148,1.051813,-7.076304,-69.856117,-14.359313,1.0347,0.0,10.607529,-106.788138,1.05,1.261326,-0.0,-0.46691,1.050996,0.328737,-0.0,-0.0,1.051021,10.728833,-0.0,-0.0,-3.37507,-2.719759,3.379443,-2.122865,2.35893,-1.145667,-20.721333,1.159837,3.764292,4.011401,23.67543,-12.959762,-23.622821,-3.755897,5.141028,15.606704,-11.92873,-15.580189,-10.259454,3.73797,-21.721008,-9.071964,21.777663,-14.509297,4.984461,-48.673267,8.888774,49.393784,-9.552813,27.713183,-118.276316,-122.795383,120.06105,-145.644478,101.294361,-29.239423,13.919374,29.811143,-17.910852,19.233568,-46.282023,-1.015475,46.46067,-13.290243,9.204602,-60.216208,-140.347009,60.651846,-146.912349,83.506708,400.0,-41.976936,1,350.0,-42.521604,1,38.481367,0.0,1,259.621119,-9.059103,1,25.982949,0.0,1,0.0,0.0,0,9.157461,0.0,1,155.0,-0.612615,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 13:00:00,noise_5pct,5.0,991.682415,1067.735156,1754.114749,3813.53232,1122.513607,1108.507792,1819.005062,4050.026461,3873.639832,60.107512,-1.405446,4.30331,-2.773192,31.173261,-84.833785,1,48.0,49.916667,30.97325,33.1935,54.26125,713.559371,311.44089,400.0,0.0,366.355479,51.354555,2030.929537,0.0,0.0,114.944026,31.173261,400.0,0.0,77.583546,30.979357,349.801141,0.0,1004.481331,598.615345,0.0,0.0,0.0,183.836958,0.0,303.18354,0.0,1085.635843,0.0,280.26763,0.0,0.0,104.934975,20.375199,1377.944855,0.0,1783.522658,13,2,2,0,1.05,7.985838,-54.512605,4.462697,1.0428,5.595267,-110.302921,-41.712315,1.05,-0.263063,-124.756424,1.585195,1.0437,-0.03566,29.905946,-55.181156,1.05,2.733117,-204.95446,9.949284,1.0422,3.153481,-195.106798,-30.889789,1.05,-7.264293,-43.494843,4.608142,1.052419,-6.895124,-67.435905,-13.861825,1.0347,0.0,8.837135,-103.623557,1.05,1.020405,-0.0,0.599469,1.051004,0.253513,-0.0,-0.0,1.051021,9.985088,-0.0,-0.0,-4.522409,-2.809074,4.530256,-2.023033,2.897318,-0.746059,-20.774419,0.760281,3.817762,4.018133,19.430697,-12.461357,-19.39506,-4.380032,4.396813,15.594148,-11.927465,-15.567676,-10.261062,3.735926,-18.36734,-9.556829,18.407833,-14.153726,4.422889,-44.585663,7.39768,45.184072,-8.547828,25.265516,-110.76244,-124.850353,112.315674,-146.429372,98.744635,-27.27243,11.990358,27.757716,-16.328332,17.766699,-42.560458,-1.614233,42.711478,-12.900224,8.498496,-58.111833,-140.851862,58.516698,-147.039617,83.083012,400.0,-42.577345,1,350.0,-42.553229,1,30.979357,0.0,1,280.26763,-21.790332,1,13.552412,0.0,1,0.0,0.0,0,5.841248,0.0,1,155.0,-2.859121,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 14:00:00,noise_5pct,5.0,962.713979,1172.72292,1794.216419,3929.653318,1126.391638,1108.956399,1822.160709,4057.508746,3993.329719,63.676401,3.911075,0.838644,-4.561407,38.568889,-86.38184,1,48.0,49.083333,31.0825,33.20725,54.35475,902.190461,393.568889,400.0,0.0,367.793489,33.36098,1896.415901,0.0,0.0,130.014069,38.568889,400.0,0.0,79.264666,19.743267,313.417536,0.0,981.008427,705.228161,0.0,0.0,0.0,184.950557,0.0,300.482032,0.0,1190.660751,66.94823,355.0,0.0,0.0,103.578266,13.617712,1282.516333,0.0,1821.660541,14,2,2,0,1.05,7.607779,-65.802327,5.46197,1.0428,5.352681,-107.080818,-42.362108,1.05,-0.503824,-137.023415,3.286486,1.0437,-0.213592,19.089292,-51.476919,1.05,3.476413,-209.640024,11.154151,1.0422,3.868044,-199.56723,-28.831081,1.05,-7.370891,-42.224297,5.250214,1.050664,-7.454984,-74.066711,-15.224824,1.0347,0.0,12.952267,-104.622736,1.05,0.900918,-0.0,-0.226994,1.051015,0.082616,-0.0,-0.0,1.051068,9.947532,-0.0,-0.0,0.836,-3.075963,-0.835573,-1.776467,1.734719,3.648666,-21.350656,-3.631896,4.413111,4.186755,20.74523,-12.636487,-20.704676,-4.168696,4.626828,21.368599,-12.495384,-21.318821,-9.505782,4.710221,-25.930006,-8.447816,26.010789,-14.940416,5.713578,-39.224634,6.357557,39.688475,-8.018646,22.272227,-112.092518,-124.254658,113.687908,-146.102097,99.180717,-31.161533,13.524918,31.784532,-17.3317,19.982128,-36.667663,-2.544018,36.779698,-12.264992,7.384917,-63.795651,-139.432534,64.286504,-146.67535,84.260397,400.0,-42.971694,1,350.0,-31.237216,1,19.743267,0.0,1,355.0,-18.102089,1,7.36729,0.0,1,0.0,0.0,0,5.223359,0.0,1,155.0,3.731966,1,0.0,0.0,0,0.0,0.0,0
2020-02-05 15:00:00,noise_5pct,5.0,1107.189502,1081.794507,1910.4363,4099.420309,1135.557892,1103.573115,1795.563113,4034.69412,4163.449976,64.029667,-3.145581,1.674809,1.573708,35.353266,-71.86687,1,54.0,48.416667,31.333,33.04575,53.56075,1085.169533,741.886426,400.0,0.0,412.646909,38.395768,1485.35134,0.0,0.0,301.804621,35.353266,400.0,0.0,120.792678,21.355361,245.434845,0.0,1124.740771,628.364912,0.0,0.0,0.0,187.873737,0.0,282.3594,0.0,1098.598049,155.0,706.53316,0.0,0.0,103.980494,17.040406,957.557095,0.0,1940.111156,15,2,2,0,1.05,6.060581,-103.331755,10.123691,1.0428,4.088713,-123.150552,-37.540639,1.05,0.05521,-126.399148,1.565129,1.0437,0.31831,14.285574,-53.409202,1.05,6.326441,-223.219399,12.190658,1.0422,5.352723,-212.494143,-13.592802,1.05,-7.053846,-48.560943,14.09161,1.052139,-6.379538,-68.323864,-14.04435,1.0347,0.0,-2.710198,-92.845198,1.05,0.538584,-0.0,4.419353,1.051031,0.566033,-0.0,-0.0,1.050723,6.59696,-0.0,-0.0,-7.889981,-1.714842,7.913888,-3.054407,4.60714,-9.483299,-19.587512,9.503269,2.673971,4.206521,-0.895679,-9.885432,0.895915,-7.218353,1.890653,-15.097776,-8.450074,15.123377,-13.739148,3.891875,16.671484,-13.966226,-16.638263,-9.802508,4.142557,-5.726329,-2.795196,5.736197,-0.592081,3.524596,-112.549738,-124.038877,114.165919,-144.650635,98.985099,-51.426899,21.958288,53.060564,-21.874793,31.74551,-64.315341,2.012952,64.660917,-15.057435,12.645899,-59.522626,-140.420659,59.947947,-147.135186,83.444086,400.0,-42.355407,1,350.0,-40.589798,1,21.355361,0.0,1,355.0,-11.198956,1,9.580896,0.0,1,0.0,0.0,0,6.601672,0.0,1,155.0,-0.120352,1,351.53316,-25.438723,1,0.0,0.0,0
2020-02-05 16:00:00,noise_5pct,5.0,1031.213358,1050.927269,1797.31532,3879.455947,1155.300594,1120.620179,1765.359064,4041.279837,3948.331614,68.875667,2.452646,-0.749259,-1.40122,39.846,-74.757057,1,54.25,51.416667,31.87925,33.5575,52.65925,1162.27437,1108.891907,400.0,0.0,450.739162,104.360849,722.065327,0.0,0.0,279.776111,39.846,400.0,0.0,153.438071,75.898655,104.120497,0.0,1053.079335,727.498259,0.0,0.0,0.0,183.151064,0.0,157.623297,0.0,1068.272619,155.0,1069.045907,0.0,0.0,114.150027,28.462194,460.321533,0.0,1826.979661,16,2,2,0,1.05,7.624194,-113.769776,14.565803,1.0428,5.357246,-114.699872,-36.064897,1.05,0.596825,-122.792555,1.164786,1.0437,0.714843,-16.082554,-49.502602,1.05,9.053908,-210.002106,14.588561,1.0422,7.623612,-120.866008,-14.091778,1.05,-6.699028,-45.228656,8.469292,1.052304,-5.978371,-66.374354,-13.643617,1.0347,0.0,-28.265924,-94.295836,1.05,1.060223,-0.0,3.605623,1.051045,1.142757,-0.0,-0.0,1.050524,7.3293,-0.0,-0.0,-8.43546,-1.673004,8.462783,-3.083912,4.891133,-19.26225,-18.193807,19.305761,1.456817,5.121524,-2.30627,-9.713509,2.306877,-7.387764,1.901627,-32.340133,-6.155628,32.456626,-15.294637,6.834244,30.938914,-15.420535,-30.824679,-7.700086,6.584554,18.497194,-8.710838,-18.383753,5.71661,11.300384,-101.19589,-125.931265,102.496842,-144.973951,95.278143,-60.570846,25.175865,62.801145,-22.808134,36.928672,-116.108728,11.891911,117.240981,-18.992609,22.62274,-57.68589,-140.168161,58.085696,-147.363039,83.226135,400.0,-36.383032,1,350.0,-28.754338,1,75.898655,0.0,1,355.0,-2.974713,1,13.305346,0.0,1,0.0,0.0,0,14.130019,0.0,1,155.0,3.838431,1,355.0,-18.378534,1,0.0,0.0,0
